,종별,기관명,전화번호,주소,경도,위도
2012,치과의원,김종헌치과의원,053-352-7227,대구광역시 북구 노원로 20 (노원동3가),128.5648656,35.8907633
2013,치과의원,파티마프렌즈치과의원,053-354-2875,"대구광역시 북구 침산남로 138, 5층 (침산동)",128.5797,35.8888
2014,의원,모영종비뇨기과의원,053-381-7200,대구광역시 북구 검단로 3 (산격동),128.6291862,35.9136715
2015,한의원,명신한의원,053-382-3367,대구광역시 북구 동북로 163 (산격동),128.6171478,35.8968172
2016,한의원,조무상A3한의원,053-953-3666,대구광역시 북구 대현로 103 (대현동),128.6045597,35.88504
2017,치과의원,칠곡연세치과의원,053-327-2875,대구광역시 북구 칠곡중앙대로 443 (관음동),128.5503425,35.9394128
2018,치과의원,최병하치과의원,053-357-5009,대구광역시 북구 팔달로 231 (노원동2가),128.5619394,35.8897805
2019,의원,김종서내과의원,053-352-5124,"대구광역시 북구 고성로28길 1, 1층 (고성동2가)",128.5813529,35.8809065
2020,한의원,류경하한의원,053-956-5510,대구광역시 북구 산격로9길 2 (산격동),128.6039616,35.8949241
2021,의원,김제형내과의원,053-954-4288,"대구광역시 북구 대현로 88-1, 2층 (대현동)",128.6045597,35.88504
2022,치과의원,김영숙치과의원,053-955-9508,"대구광역시 북구 동북로 170, 4층 (산격동)",128.6171478,35.8968172
2023,치과의원,박성근치과의원,053-955-7171,대구광역시 북구 연암로 100-1 (산격동),128.6017305,35.888728
2024,한의원,칠곡박한의원,053-321-4896,대구광역시 북구 동암로 5-3 (읍내동),128.5517826,35.9469843
2025,의원,한건호비뇨기과의원,053-352-6800,대구광역시 북구 팔달로 143 (노원동3가),128.5619394,35.8897805
2026,의원,현대연합의원,053-324-0970,대구광역시 북구 칠곡중앙대로 504-1 (읍내동),128.5466535,35.9199402
2027,한의원,진성한의원,053-357-5391,"대구광역시 북구 옥산로 103, 205동 205호 (칠성동2가, 대우푸르지오1차 상가)",128.5871366,35.8840204
2028,치과의원,고영환치과의원,053-383-0421,대구광역시 북구 검단로 3 (산격동),128.6291862,35.9136715
2029,치과의원,이성우치과의원,053-357-9889,"대구광역시 북구 팔달로 179, 2층 (노원동2가)",128.5619394,35.8897805
2030,치과의원,김명효치과의원,053-954-3332,대구광역시 북구 대현로 93-1 (대현동),128.6045597,35.88504
2031,의원,녹십자연합의원,053-314-1001,대구광역시 북구 칠곡중앙대로 535 (읍내동),128.5466535,35.9199402
2032,치과의원,서춘교치과의원,053-427-3905,대구광역시 북구 칠성시장로 41 (칠성동1가),128.6050256,35.8748995
2033,치과의원,최근배치과의원,053-424-4546,대구광역시 북구 신암로 24 (칠성동1가),128.6057763,35.8749978
2034,의원,인재의원,053-942-3009,대구광역시 북구 동북로 144 (산격동),128.6171478,35.8968172
2035,의원,킴스건강내과외과의원,053-353-1313,대구광역시 북구 침산남로 23 (노원동1가),128.5797,35.8888
2036,의원,김가정의학과-외과의원,053-941-3893,대구광역시 북구 대구체육관로 51-2 (산격동),128.6024257,35.8911733
2037,의원,우리내과의원,053-425-8209,대구광역시 북구 칠성로 75 (칠성동2가),128.6010598,35.8792833
2038,병원,우리아이아동병원,053-953-9900,"대구광역시 북구 동북로 244, 7층,8층 (복현동)",128.6171478,35.8968172
2039,한방병원,엔케이라피움한방병원,053-953-1578,"대구광역시 북구 동북로 244, 9~11층 (복현동)",128.6171478,35.8968172
2040,요양병원,센트럴요양병원,053-957-8888,"대구광역시 북구 연암로 111, 지하1층,지상1~6층 (산격동)",128.6017305,35.888728
2041,한방병원,새로본한방병원,053-292-0090,"대구광역시 북구 칠곡중앙대로 411, 6,7층 (태전동)",128.5466535,35.9199402
2042,한방병원,수월한방병원,053-354-5000,"대구광역시 북구 침산로 142, 2~4층 (침산동)",128.5887299,35.9019419
2043,병원,미래병원,053-259-8800,"대구광역시 북구 신암로 55, 6~10층 (대현동)",128.6057763,35.8749978
2044,병원,의료법인 대구의료재단 케이병원,053-310-7114,대구광역시 북구 칠곡중앙대로 357(태전동),128.5503425,35.9394128
2045,병원,경대자연병원,053-267-5011,"대구광역시 북구 동화천로 241, 4~7층 (연경동)",128.6205652,35.9416163
2046,병원,대구서울병원,053-957-0075,대구광역시 북구 대학로 143 (산격동),128.6082444,35.8919107
2047,요양병원,새결요양병원,053-314-1100,"대구광역시 북구 학정로 103, 지하1, 1~4층 (태전동)",128.56492972945017,35.94496895
2048,병원,의료법인 효민의료재단 큰사랑병원,053-951-9119,"대구광역시 북구 대현로 46, 지하1층일부,1일부,5층,6층일부,7~8층 (대현동)",128.6008399,35.8863453
2049,요양병원,프라임요양병원,053-952-7775,"대구광역시 북구 신암로 111, 4~8층 (대현동)",128.6057763,35.8749978
2050,요양병원,침산요양병원,053-353-3000,"대구광역시 북구 침산남로 92, 4층, 7~11층 (침산동)",128.5797,35.8888
2051,병원,침산제이병원,053-353-4900,"대구광역시 북구 침산남로 94, 다빈치 타워 1,3,4,6~8층 (침산동)",128.5797,35.8888
2052,병원,해피아이병원,053-219-1133,"대구광역시 북구 팔거천동로 213, 3층~6층 (동천동)",128.5576888954924,35.942974750000005
2053,요양병원,칠성요양병원,053-256-3456,"대구광역시 북구 신암로 27, 2,4층일부,5-7층 (칠성동1가)",128.6057763,35.8749978
2054,요양병원,문요양병원,053-326-6800,"대구광역시 북구 칠곡중앙대로 215, 지하2층, 1층~7층 (태전동)",128.5466535,35.9199402
2055,병원,척척병원,053-718-7700,"대구광역시 북구 칠곡중앙대로 519, 지하1층~지상5층층 (읍내동)",128.5466535,35.9199402
2057,병원,무지개아동병원,053-356-7001,"대구광역시 북구 침산로 138 (침산동, 명성프라임)",128.5901384,35.8833628
2058,요양병원,한솔요양병원,053-354-5555,대구광역시 북구 침산로 167 (침산동),128.5901384,35.8833628
2059,요양병원,햇살요양병원,053-326-0078,대구광역시 북구 팔거천동로 224 (동천동),128.55867948382962,35.94384585
2060,병원,근로복지공단 대구병원,053-715-7575,대구광역시 북구 학정로 515 (학정동),128.5640347475353,35.9507478
2061,병원,늘시원한위대항병원,053-959-7175,"대구광역시 북구 동북로 163, 201동 401,501호 (산격동, 산격대우아파트 상가)",128.6171478,35.8968172
2062,병원,뉴라이프병원,053-384-9119,대구광역시 북구 공항로 15 (복현동),128.615309,35.8976462
2063,상급종합병원,칠곡경북대학교병원,053-200-2000,"대구광역시 북구 호국로 807, 칠곡경북대학교병원(임상실습동 1~11층 포함) (학정동)",128.5657557,35.956388
2064,병원,대구보건대학교병원,053-320-1900,대구광역시 북구 팔거천동로 209 (동천동),128.5576206601782,35.94273445
2065,요양병원,첨단요양병원,053-669-1000,대구광역시 북구 대현로 19 (대현동),128.6045597,35.88504
2066,병원,의료법인강의료재단 강병원,053-350-5000,대구광역시 북구 노원로 70 (노원동3가),128.5648656,35.8907633
2067,병원,의료법인 백산의료재단 K마디병원,053-341-0119,대구광역시 북구 팔달로 217 (노원동2가),128.5619394,35.8897805
2068,요양병원,의료법인 효민의료재단 대구큰사랑요양병원,053-951-9119,"대구광역시 북구 대현로 46, 지하2층,지하1층일부,1층일부,2~4층,6층일부,9층 (대현동)",128.6008399,35.8863453
2069,병원,로즈마리병원,053-210-7777,대구광역시 북구 팔거천동로 215 (동천동),128.55769873629015,35.9431718
2070,요양병원,강북요양병원,053-313-6006,대구광역시 북구 칠곡중앙대로 504-6 (읍내동),128.5466535,35.9199402
2071,병원,대구시티병원,053-959-7114,대구광역시 북구 동북로 270 (복현동),128.6171478,35.8968172
2072,병원,대구병원,053-311-2001,대구광역시 북구 칠곡중앙대로 194 (태전동),128.5466535,35.9199402
2073,종합병원,대구가톨릭대학교 칠곡가톨릭병원,053-320-2500,대구광역시 북구 칠곡중앙대로 440 (읍내동),128.5466535,35.9199402
2074,정신병원,M병원,053-359-3771,대구광역시 북구 팔달로 147 (노원동3가),128.5619394,35.8897805
2075,병원,한성병원,053-422-3114,대구광역시 북구 칠성남로30길 28 (칠성동2가),128.5973779,35.8765421
2076,병원,대구삼선병원,053-326-7575,대구광역시 북구 칠곡중앙대로 448 (읍내동),128.5466535,35.9199402
2077,정신병원,성동병원,053-325-0009,대구광역시 북구 칠곡중앙대로99길 21 (관음동),128.5463875,35.9412646
2078,정신병원,의료법인배성의료재단 배성병원,053-383-2700,대구광역시 북구 검단로 140 (검단동),128.6291862,35.9136715
2079,병원,신세계병원,053-954-7771,대구광역시 북구 동북로 196 (산격동),128.6171478,35.8968172
2080,부속의원,법무부 대구소년원 부속의원,053-260-7200,대구광역시 북구 칠곡중앙대로99길 12 (읍내동),128.5463875,35.9412646
2081,부속의원,경북대학교부속의원,053-950-8197,"대구광역시 북구 대학로 80 (산격동, 복지관3층)",128.610855264775,35.8905697
2082,종합병원,(재)미리내천주성삼성직수도회천주성삼병원,053-790-1000,"대구광역시 수성구 달구벌대로 3190 (신매동, 천주성삼병원)",128.6622693,35.8526217
2083,병원,올곧은병원,053-756-0911,대구광역시 수성구 화랑로 66 (만촌동),128.6367636,35.8723369
2084,병원,수성아동병원,053-721-7114,대구광역시 수성구 명덕로 424 (수성동2가),128.6157626,35.8544319
2085,병원,굳센병원,053-710-0500,대구광역시 수성구 국채보상로 830 (범어동),128.6158381,35.8680031
2086,병원,시지열린아동병원,053-791-3700,"대구광역시 수성구 달구벌대로 3188, 4,5층 (신매동, 아레나스포츠센터)",128.6622693,35.8526217
2087,병원,수성한미병원,053-756-2119,"대구광역시 수성구 달구벌대로 2348, 지하1,지상4~6층 (수성동3가, 수협G 타워)",128.6622693,35.8526217
2088,병원,동인외과병원,053-745-2001,대구광역시 수성구 화랑로 48 (만촌동),128.6367636,35.8723369
2089,병원,여성메디파크병원,053-740-7703,대구광역시 수성구 동대구로 271 (범어동),128.6266845,35.860858
2090,병원,W여성병원,053-757-2000,대구광역시 수성구 화랑로 58 (만촌동),128.6367636,35.8723369
2091,병원,의료법인춘곡의료재단수성메트로병원,053-743-7777,대구광역시 수성구 무열로 5 (만촌동),128.6462885,35.8590311
2092,병원,의료법인해정의료재단더좋은병원,053-740-1000,"대구광역시 수성구 명덕로 443, 본관, 별관 (수성동3가)",128.6190387,35.8547387
2093,병원,파티마여성병원,053-794-9400,대구광역시 수성구 달구벌대로 3119 (시지동),128.6622693,35.8526217
2094,병원,의료법인경동의료재단효성병원,053-766-7070,"대구광역시 수성구 수성로 194, 효성병원(본관) (중동)",128.6132066,35.850452
2095,병원,인제재활병원,053-752-8683,대구광역시 수성구 신천동로84길 21 (수성동4가),128.6112812,35.8613567
2096,정신병원,의료법인한성재단동아메디병원,053-780-3000,"대구광역시 수성구 지산로 77 (지산동, (지상1~6층))",128.633279,35.825051
2097,정신병원,수성중동병원,053-766-8700,"대구광역시 수성구 수성로 268, 1층 102호, 2층~8층 (중동)",128.6142652,35.8614219
2098,요양병원,수성제니스요양병원,053-243-8899,"대구광역시 수성구 동대구로 64, 6~12,13 일부층 (지산동)",128.6266845,35.860858
2099,요양병원,황금요양병원,053-765-1111,"대구광역시 수성구 수성로 216, 지하1,3~10층 (중동)",128.6132066,35.850452
2100,요양병원,김신요양병원,053-766-5555,"대구광역시 수성구 수성로 228, 지하1~10층 (중동)",128.6142652,35.8614219
2101,요양병원,수성명가요양병원,053-716-7300,"대구광역시 수성구 희망로 219 (황금동, 수성명가요양병원)",128.6133889,35.8459902
2102,요양병원,스위스요양병원,053-767-2200,"대구광역시 수성구 화랑로 26, 2,3,4층 (만촌동, 만촌우방하이츠)",128.6574493,35.8759117
2103,요양병원,수성요양병원,053-784-2000,"대구광역시 수성구 동대구로 148 (황금동, 수성요양병원)",128.62488166307088,35.8431439
2104,요양병원,참좋은요양병원,053-710-9988,대구광역시 수성구 신천동로 482 (수성동4가),128.60903,35.8536487
2105,요양병원,송효의료재단효산요양병원,053-766-2114,대구광역시 수성구 동대구로 245 (범어동),128.6264736,35.8595304
2106,요양병원,의료법인정목의료재단한패밀리요양병원,053-763-2000,"대구광역시 수성구 동대구로 12, 한패밀리병원 (지산동)",128.62597157611694,35.8497578
2107,요양병원,대구광역시시지노인전문병원,053-819-2004,"대구광역시 수성구 유니버시아드로 365, 대구광역시시지노인전문병원 (욱수동)",128.71049205428363,35.82900005
2108,치과병원,라온치과병원,053-254-0000,"대구광역시 수성구 동대구로 312, 8,9층 (범어동)",128.6268702220238,35.858200249999996
2109,치과병원,시지에프엠치과병원,053-720-5061,대구광역시 수성구 달구벌대로 3266 (신매동),128.6622693,35.8526217
2110,치과병원,윌치과병원,053-741-1100,"대구광역시 수성구 달구벌대로 2510, 범어동근생시설 (범어동)",128.63719140121646,35.858475299999995
2111,치과병원,오성치과병원,053-794-6000,"대구광역시 수성구 욱수천로 115, 2층 (신매동)",128.7091673,35.8302045
2112,한방병원,대구 포레스트한방병원,1899-5868,"대구광역시 수성구 명덕로 414, 9-12층 (수성동2가)",128.6157626,35.8544319
2113,한방병원,고려에이치한방병원,053-761-1523,"대구광역시 수성구 동대구로 31, 5-8층 (두산동)",128.6266845,35.860858
2114,한방병원,수월한방병원,053-745-5000,"대구광역시 수성구 동대구로 64, 2~5,13일부층 (지산동)",128.6266845,35.860858
2115,한방병원,꽃담한방병원,053-257-1075,"대구광역시 수성구 동대구로 353, 10~12층 (범어동)",128.6266845,35.860858
2116,한방병원,새로난한방병원,1670-7512,"대구광역시 수성구 달구벌대로 2492, 1,2,4~9,11층 (범어동)",128.63517822719274,35.85843615
2117,한방병원,대구한의대학교부속대구한방병원,053-763-1121,대구광역시 수성구 신천동로 136 (상동),128.60903,35.8536487
2118,의원,고대연합의원,053-753-8327,"대구광역시 수성구 범어로 9, 2층 (범어동, 선스포츠프라자)",128.6376094,35.8506206
2119,의원,한국정형외과의원,053-561-0500,대구광역시 수성구 파동로 205 (파동),128.6213563,35.807599
2120,의원,모가나의원,053-255-8898,"대구광역시 수성구 달구벌대로 3302, 5층 (신매동)",128.6622693,35.8526217
2121,의원,수외과의원,053-423-7582,"대구광역시 수성구 동대구로 311, A동 5층 501호 (범어동, 범어 애플타워)",128.62524585447065,35.8581865
2123,의원,속보는내과의원,053-741-0075,"대구광역시 수성구 달구벌대로 2398, 4층 (범어동, 복림빌딩)",128.6247189032651,35.8587494
2124,의원,속편한내과의원,053-741-3399,대구광역시 수성구 동대구로 337 (범어동),128.6266845,35.860858
2125,의원,수성맑은피부과의원,053-741-8575,대구광역시 수성구 달구벌대로 2297 (수성동4가),128.6622693,35.8526217
2126,의원,조은이비인후과의원,053-745-1300,"대구광역시 수성구 파동로 250, 2층 (파동)",128.6213563,35.807599
2127,의원,클린업피부과의원,053-746-0660,"대구광역시 수성구 동대구로 341, 2층 (범어동)",128.6266845,35.860858
2128,의원,웰피부과의원,053-746-8275,"대구광역시 수성구 달구벌대로 2296 (수성동1가, 영광메디칼빌딩4층)",128.6622693,35.8526217
2129,의원,범어연합비뇨기과의원,053-751-8875,"대구광역시 수성구 달구벌대로 2395, 2층 (범어동)",128.6622693,35.8526217
2130,의원,수성제니스신경과의원,053-753-8575,"대구광역시 수성구 달구벌대로 2435, 301동동 3층 309호 (범어동, 두산위브더제니스)",128.6298965242801,35.8594838
2131,의원,대구법원종합청사 부속의원,053-757-6295,"대구광역시 수성구 동대구로 364, 1층 (범어동, 대구고등법원)",128.62900777066488,35.86227395
2132,의원,현대기독의원,053-762-2009,"대구광역시 수성구 수성로 335, 3, 4층 (수성동1가)",128.6142652,35.8614219
2133,의원,열린곽내과의원,053-762-8200,"대구광역시 수성구 청수로 200, 2층 (지산동)",128.62977587927503,35.8389241
2134,의원,파동신세계연합의원,053-764-7580,"대구광역시 수성구 파동로 108, 2층 (파동)",128.6213563,35.807599
2135,의원,배내과의원,053-765-1999,대구광역시 수성구 수성로 329 (수성동1가),128.6132066,35.850452
2136,의원,명진병리과의원,053-765-9020,"대구광역시 수성구 상화로 116-1, 2층 (두산동)",128.6146268,35.8349105
2137,의원,서울바른피부과의원,053-766-3399,"대구광역시 수성구 달구벌대로 2421, 5층 (범어동)",128.62760869554418,35.8594571
2138,의원,박수미산부인과의원,053-781-0787,대구광역시 수성구 지범로 178 (지산동),128.64172,35.8198075
2139,의원,드림안과의원,053-781-7500,대구광역시 수성구 지범로 190 (범물동),128.64172,35.8198075
2140,의원,지산이비인후과의원,053-781-7711,대구광역시 수성구 지범로 113 (지산동),128.64172,35.8198075
2141,의원,우리아이소아과의원,053-782-8216,"대구광역시 수성구 지범로 188, 202호 (범물동, 리빙월드)",128.64172,35.8198075
2142,의원,지산파티마제통의원,053-784-0583,"대구광역시 수성구 지범로 192, 7층 703호 (범물동)",128.6280296,35.8252954
2143,의원,건강드림내과의원,053-791-3336,"대구광역시 수성구 달구벌대로 3294, 3층 301호 (신매동, 시지퍼스트)",128.7159284,35.8364995
2144,의원,고은산부인과의원,053-793-6776,대구광역시 수성구 달구벌대로 3206 (신매동),128.6622693,35.8526217
2145,의원,손수민재활의학과의원,053-783-3100,"대구광역시 수성구 동대구로 196, 4층 (황금동)",128.6266845,35.860858
2146,의원,베러미의원,1644-3524,"대구광역시 수성구 달구벌대로 2362, 6층 (수성동3가)",128.6622693,35.8526217
2147,의원,더품의원,0507-1328-0556,"대구광역시 수성구 동대구로 311-2, 7층 (범어동)",128.62519374125355,35.8583103
2148,의원,헤어로의원,1661-2221,"대구광역시 수성구 동대구로 312, 2층 (범어동)",128.6268702220238,35.858200249999996
2149,의원,서울리엘피부과의원,053-710-7833,"대구광역시 수성구 달구벌대로 2435, 301동 204-1호 (범어동, 두산위브더제니스)",128.6298965242801,35.8594838
2150,의원,셀의원,053-751-8275,"대구광역시 수성구 달구벌대로 2331, 4층 (수성동4가)",128.6622693,35.8526217
2151,의원,통해의원한의원,053-710-8275,"대구광역시 수성구 달구벌대로 3316, 3층 (신매동)",128.6622693,35.8526217
2152,의원,박진철125성형외과의원,053-742-0125,"대구광역시 수성구 수성로 354, 2층 (수성동2가)",128.6142652,35.8614219
2153,의원,범어에스이비인후과의원,053-743-7575,"대구광역시 수성구 달구벌대로 2372, 2층 (범어동)",128.6622693,35.8526217
2154,의원,아영 산부인과 의원,053-242-1100,"대구광역시 수성구 동대구로 215, 1~3층 (황금동)",128.6264736,35.8595304
2155,의원,시지 다나아 마취통증의학과 의원,053-795-1199,"대구광역시 수성구 달구벌대로 3188, 아레나스포츠센터 3층 (신매동)",128.6622693,35.8526217
2156,의원,경대셀연합의원,053-783-8275,"대구광역시 수성구 알파시티1로 36, 5층 501,502,503호 (대흥동)",128.6876024,35.8343341
2157,의원,(재)씨젠의료재단 씨젠대구의원,053-752-5050,"대구광역시 수성구 달구벌대로 2619, 유성빌딩 4층 6층 7층 (만촌동)",128.6622693,35.8526217
2158,의원,큰숲정형외과의원,053-475-0001,"대구광역시 수성구 지범로 199, 2-3층 (범물동)",128.64172,35.8198075
2159,의원,호동이비인후과의원,053-471-2515,대구광역시 수성구 지범로 85 (지산동),128.64172,35.8198075
2160,의원,대호정형외과의원,053-214-8275,"대구광역시 수성구 동대구로 278, BL-Medi Tower 2~4, 11층 (범어동)",128.62596529642425,35.8551702
2161,의원,황금소아청소년과의원,053-215-7582,"대구광역시 수성구 청수로 235, 3층 312호 (황금동, 캐슬골드파크 2단지)",128.63403512779874,35.841522299999994
2162,의원,원마취통증의학과의원,053-216-8275,"대구광역시 수성구 달구벌대로 2372, 4층 (범어동)",128.6622693,35.8526217
2163,의원,김정은내과의원,053-216-9988,"대구광역시 수성구 달구벌대로 2348, 3층 302호 (수성동3가, 수협 G 타워)",128.6622693,35.8526217
2164,의원,사랑나무의원,053-217-9500,대구광역시 수성구 화랑로 112-1 (만촌동),128.6367636,35.8723369
2165,의원,코앤이비인후과의원,053-219-7582,"대구광역시 수성구 명덕로 432, 301호 (수성동3가, 수성빌딩)",128.6157626,35.8544319
2166,의원,안상호재활의학과의원,053-222-3535,"대구광역시 수성구 달구벌대로 2421, 4층 (범어동)",128.62760869554418,35.8594571
2167,의원,나래정형외과의원,053-241-8275,"대구광역시 수성구 동대구로 11, 1,4층 (두산동)",128.6227896139403,35.831399399999995
2168,의원,킹콩연합정형외과의원,053-243-1234,"대구광역시 수성구 달구벌대로 3134, 1~3층 (시지동)",128.6622693,35.8526217
2169,의원,사월수정형외과의원,053-247-8275,"대구광역시 수성구 달구벌대로 3302, 1,2층 (신매동)",128.6622693,35.8526217
2170,의원,리노류마내과의원,053-248-6565,"대구광역시 수성구 동대구로 300, 401호 (범어동, 범어롯데캐슬)",128.62678062420636,35.856926400000006
2171,의원,바른속내과의원,053-249-1114,"대구광역시 수성구 청수로 235, 3층 312-1호 (황금동, 캐슬골드파크 2단지)",128.63403512779874,35.841522299999994
2172,의원,마리아유외과의원,053-252-6875,"대구광역시 수성구 명덕로 414, 5층 (수성동2가)",128.6157626,35.8544319
2173,의원,대구만족정형외과의원,053-255-8119,"대구광역시 수성구 지범로 178, 1, 5층 (지산동)",128.64172,35.8198075
2174,의원,범어탄탄정형외과의원,053-269-0119,"대구광역시 수성구 달구벌대로 2393, 요아킴빌딩 2층 (범어동)",128.6622693,35.8526217
2175,의원,마크원외과의원,053-285-6001,"대구광역시 수성구 무학로 65, 2~4층 (상동)",128.6168175,35.8296845
2176,의원,행복한 재활의학과의원,053-286-7575,"대구광역시 수성구 달구벌대로 2296, 2층 (수성동1가, 영광메디칼빌딩)",128.6622693,35.8526217
2177,의원,권정희제이여성의원,053-287-2227,"대구광역시 수성구 달구벌대로 2288, 4층 (수성동1가)",128.6622693,35.8526217
2178,의원,예일이비인후과의원,053-290-3900,"대구광역시 수성구 범안로 70, 5층 (범물동)",128.642284,35.8177106
2179,의원,우리이비인후과의원,053-294-5200,"대구광역시 수성구 달구벌대로 2583, 210호 (만촌동, 월드메르디앙상가)",128.6454216,35.8592757
2180,의원,퀸스유외과의원,053-421-6875,"대구광역시 수성구 달구벌대로 2421, 5층 (범어동)",128.62760869554418,35.8594571
2181,의원,연세비타민의원,053-427-5251,"대구광역시 수성구 동대구로 203, 4,5층 (황금동)",128.6266845,35.860858
2182,의원,맥수면이비인후과의원,053-427-7585,"대구광역시 수성구 달구벌대로 2435, 상가동 205,205-2,205-6호 (범어동, 두산위브더제니스)",128.6298965242801,35.8594838
2183,의원,수성H연합내과의원,053-472-7500,"대구광역시 수성구 범어천로 186, 201,202,203호 (범어동)",128.6224319,35.856474
2184,의원,대구연세안과의원,053-626-8881~5,"대구광역시 수성구 수성로 206, 4,5층 (중동)",128.6142652,35.8614219
2185,의원,케이엠지내과의원,053-627-7575,"대구광역시 수성구 달구벌대로 2435, 301동 308호 (범어동, 두산위브더제니스)",128.6298965242801,35.8594838
2186,의원,정연주산부인과의원,053-652-3223,"대구광역시 수성구 달구벌대로 2333, 5층 (수성동4가)",128.6622693,35.8526217
2187,의원,강한아이소아청소년과의원,053-710-1099,"대구광역시 수성구 희망로 229, 3층 301,302호 (황금동)",128.6133889,35.8459902
2188,의원,에스앤유서울비뇨의학과의원,053-710-1752,"대구광역시 수성구 달구벌대로 2421, 7층 (범어동)",128.62760869554418,35.8594571
2189,의원,황금피부과의원,053-710-4001,"대구광역시 수성구 동대구로 111, 황금빌딩 3층 (황금동)",128.62356772398255,35.840286750000004
2190,의원,더원이비인후과의원,053-716-1811,"대구광역시 수성구 수성로 218, 4~6층 (중동)",128.6132066,35.850452
2191,의원,봄날정형외과의원,053-716-8275,"대구광역시 수성구 수성로 218, 2층 (중동)",128.6132066,35.850452
2192,의원,만촌 더설레임피부과의원,053-716-9555,"대구광역시 수성구 달구벌대로 2598, 2층 (만촌동)",128.64661529358324,35.8582294
2193,의원,정지영산부인과의원,053-721-6721,"대구광역시 수성구 달구벌대로 3210, 5층 (신매동)",128.6622693,35.8526217
2194,의원,프라이브성형외과의원,053-721-7531,"대구광역시 수성구 범어천로 3, 1, 2층 (황금동)",128.6217664,35.8618213
2195,의원,이홍주 여성의원,053-721-7540,"대구광역시 수성구 달구벌대로 2435, 301동 309-4호 (범어동, 두산위브더제니스)",128.6298965242801,35.8594838
2196,의원,발아정형외과의원,053-721-8879,"대구광역시 수성구 청수로 186, 1,2층 (지산동)",128.6284144,35.8388016
2197,의원,대구구치소부속의원,053-740-5272,대구광역시 수성구 달구벌대로541길 36 (만촌동),128.6609749,35.8583999
2198,의원,아무러스성형외과의원,053-741-1339,"대구광역시 수성구 동대구로 300, 401동 2층 201,220호 (범어동, 범어 롯데캐슬)",128.62678062420636,35.856926400000006
2199,의원,명문정형외과의원,053-741-2520,대구광역시 수성구 달구벌대로 2578 (만촌동),128.64472637496135,35.8585413
2200,의원,연세모벨르의원,053-741-2784,"대구광역시 수성구 동대구로 311, A동 7층 702호 (범어동, 범어 애플타워)",128.62524585447065,35.8581865
2201,의원,애플마취통증의학과의원,053-741-3002,"대구광역시 수성구 동대구로 311, 3층 (범어동, 범어애플타워)",128.62524585447065,35.8581865
2202,의원,범어연합내과의원,053-741-3535,"대구광역시 수성구 동대구로 278, BL-Medi Tower 6층 (범어동)",128.62596529642425,35.8551702
2203,의원,고민정산부인과의원,053-741-5080,"대구광역시 수성구 달구벌대로 2570, 209호 (만촌동, 수성아크로타워)",128.64412215333573,35.85842145
2204,의원,에이치비뇨의학과의원,053-741-5963,"대구광역시 수성구 청수로 176, 3층 (지산동)",128.62737547543125,35.838823399999995
2205,의원,수이비인후과의원,053-741-6633,"대구광역시 수성구 달구벌대로 2296, 6층 (수성동1가, 영광메디칼빌딩)",128.6622693,35.8526217
2206,의원,중앙기업의원,053-741-7300,"대구광역시 수성구 달구벌대로527길 2, 2~3층 (만촌동)",128.6538849,35.8585087
2207,의원,세민내과의원,053-741-7572,"대구광역시 수성구 동원로 100, 521동 204,205,206호 (만촌동, 메트로팔레스5단지아파트)",128.63892136285818,35.8679741
2208,의원,365경대연합내과의원,053-741-7575,"대구광역시 수성구 들안로 274, 2,6층 (수성동3가)",128.6174404,35.838718
2209,의원,한빛종합내과의원,053-741-8228,"대구광역시 수성구 교학로11길 46, 302동 (만촌동, 만촌우방1차타운)",128.65380325,35.85030375
2210,의원,속엔사랑연합내과의원,053-741-8275,"대구광역시 수성구 달구벌대로 2570, 2층 213, 217호 (만촌동, 수성 아크로타워)",128.64412215333573,35.85842145
2211,의원,플로르 성형외과 의원,053-741-9977,"대구광역시 수성구 달구벌대로 2280, 아성N타워 2층 (수성동1가)",128.6622693,35.8526217
2212,의원,대경영상의학과의원,053-742-0100,"대구광역시 수성구 달구벌대로 2435, 301동 지하6층 B204, B206호 (범어동, 두산위브더제니스)",128.6298965242801,35.8594838
2213,의원,위드의원,053-742-0803,"대구광역시 수성구 명덕로 414, 5층 (수성동2가)",128.6157626,35.8544319
2214,의원,하나연합의원,053-742-1075,"대구광역시 수성구 달구벌대로 2583, 2층 207, 208호 (만촌동, 월드메르디앙)",128.6454216,35.8592757
2215,의원,해우비뇨의학과의원,053-742-5088,"대구광역시 수성구 동대구로 278, BL-Medi Tower 8층 (범어동)",128.62596529642425,35.8551702
2216,의원,신세계안과의원,053-742-5577,"대구광역시 수성구 동대구로 311 (범어동, 범어애플타워 7층)",128.62524585447065,35.8581865
2217,의원,해고은소아청소년과의원,053-742-6625,"대구광역시 수성구 수성로 412, 117동 2층 201,203호 (수성동4가, 수성보성타운)",128.6162016,35.861787
2218,의원,대구청맥의원,053-742-7500,"대구광역시 수성구 달구벌대로 2331, 5층 (수성동4가)",128.6622693,35.8526217
2219,의원,수성신세계정형외과의원,053-742-8275,"대구광역시 수성구 들안로 274, 1층 (수성동3가)",128.6174404,35.838718
2220,의원,마디편한정형외과의원,053-743-0088,대구광역시 수성구 달구벌대로 2512 (범어동),128.6373848427986,35.8584582
2221,의원,홍앤전신경과신경외과의원,053-743-0920,"대구광역시 수성구 동대구로 311, 범어 애플타워 6층, 8층 (범어동)",128.62524585447065,35.8581865
